A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
RT @poesbucky: the what are those jokes in black panther prove that vine exists in the mcu which means THIS vine exists in the mcu https://?,27,92.84,64.46,33.94,88.52,27.00,7.41,66.67,44.44,18.52,0.00,0.00,0.00,0.00,0.00,0.00,18.52,11.11,11.11,3.70,0.00,0.00,0.00,7.41,0.00,0.00,7.41,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,11.11,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,0.00,7.41,3.70,0.00,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
RT @NoireN: The cast of Black Panther  after reading some yalls sexually explicit tweets abt them https://t.co/EDIdj62V88,21,98.33,99.00,1.00,25.77,21.00,23.81,66.67,28.57,9.52,9.52,0.00,0.00,4.76,0.00,4.76,0.00,4.76,14.29,0.00,0.00,0.00,0.00,4.76,4.76,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,19.05,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,4.76,4.76,0.00,4.76,4.76,0.00,0.00,4.76,0.00,0.00,4.76,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,4.76,0.00,0.00,23.81,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29
RT @Complex: 'Black Panther' just beat out 'Hunger Games' and 'Lion King' in box office records https://t.co/cV3E8LqFsY https://t.co/wi8GRR?,26,92.84,87.57,5.76,25.77,26.00,15.38,57.69,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,3.85,3.85,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,3.85,0.00,0.00,0.00,3.85,11.54,3.85,3.85,7.69,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,7.69,3.85,0.00,0.00,0.00,0.00,11.54,0.00,11.54,3.85,0.00,0.00,53.85,7.69,0.00,3.85,0.00,0.00,0.00,0.00,0.00,23.08,0.00,19.23
Watch '#BlackPanther' star #ChadwickBoseman team up with #JimmyFallon to give fans the ultimate surprise https://t.co/INplr1KMjC via @todayshow,21,99.00,82.96,13.15,95.81,21.00,33.33,57.14,23.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,19.05,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,4.76,4.76,0.00,0.00,0.00,14.29,0.00,14.29,0.00,9.52,4.76,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,42.86,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,28.57
RT @bretmanrock: No offense but I haven?t watched Black Panther yet and I feel so ugly and out of the loop,22,31.44,8.65,85.21,1.00,22.00,18.18,77.27,50.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
"RT @KpopQween24: Top 4 current Albums on the Worldwide iTunes Album Chart (3.01.2018)

1. Hope World - J-Hope
2. Divide - Ed Sheeran
3. Bla?",25,97.89,65.56,1.59,99.00,6.25,16.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,24.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,8.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,40.00,12.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,8.00,4.00
RT @RyanStegman: I drew black panther last night on YouTube and now it?s available for sale! https://t.co/JJbbTbpHzG https://t.co/H9EoO93sIC,27,82.52,50.00,33.94,25.77,13.50,22.22,51.85,22.22,7.41,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,7.41,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,14.81,0.00,3.70,11.11,0.00,3.70,0.00,3.70,0.00,0.00,11.11,0.00,11.11,3.70,0.00,0.00,33.33,7.41,0.00,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,18.52
RT @BusanKinqs: Daydream has 5.8M views got 1M likes in less than 2 hours (faster than DNA) Hope world dethroned Black panther &amp; Greatest s?,26,97.77,35.01,63.54,99.00,26.00,19.23,61.54,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,3.85,0.00,0.00,0.00,15.38,19.23,19.23,0.00,7.69,3.85,11.54,11.54,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,0.00,0.00,3.85,3.85,0.00,7.69,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,3.85,3.85,0.00,3.85,11.54,3.85,19.23,3.85,7.69,11.54,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,23.08,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,7.69,7.69
RT @hixtapepop: The greatest showman and Black Panther were on top of iTunes US for weeks and Hope World just dethroned them. A mixtape tha?,25,88.07,94.50,6.70,99.00,12.50,24.00,80.00,44.00,8.00,8.00,0.00,4.00,0.00,0.00,4.00,0.00,8.00,12.00,4.00,4.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,4.00,8.00,0.00,0.00,4.00,4.00,4.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,4.00,0.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
RT @BusanKinqs: Hope world a free mixtape that is in full Korean really dethroned Black panther and the Greatest showman from the throne by?,24,98.02,50.00,7.84,99.00,24.00,25.00,75.00,41.67,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,12.50,12.50,4.17,4.17,4.17,0.00,8.33,12.50,4.17,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,8.33,0.00,0.00,4.17,4.17,0.00,4.17,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,4.17,12.50,0.00,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,4.17,4.17,0.00,0.00,8.33,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
RT @michaelb4jordan: Marvels black panther! Would love to go toe to toe with iron man and the hulk! Def would be a dream role,24,96.08,95.20,1.00,92.40,8.00,12.50,75.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,12.50,12.50,0.00,4.17,0.00,16.67,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,4.17,8.33,0.00,0.00,8.33,0.00,0.00,0.00,4.17,4.17,0.00,0.00,12.50,8.33,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,4.17,0.00,0.00,16.67,0.00,0.00,4.17,0.00,0.00,8.33,0.00,0.00,0.00,0.00,4.17
"RT @SaiIBoat: Bro said ?white people got Captain America and black people got Black Panther. Us Hispanics got Nacho Libre? 

I got tears ro?",24,71.61,99.00,1.00,1.00,12.00,20.83,70.83,12.50,8.33,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,20.83,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,25.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,29.17,8.33,0.00,4.17,16.67,0.00,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,12.50,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
"RT @RoyaltySpeaks: Hey, Black women in Atlanta-an organization I?m working with needs women chaperones as we take at-risk/homeless black gi?",24,98.02,98.11,1.79,1.00,24.00,25.00,79.17,29.17,8.33,8.33,4.17,4.17,0.00,0.00,0.00,0.00,4.17,16.67,0.00,0.00,4.17,0.00,12.50,4.17,4.17,0.00,0.00,0.00,4.17,0.00,4.17,4.17,0.00,0.00,20.83,0.00,0.00,8.33,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.83,4.17,4.17,4.17,4.17,4.17,0.00,8.33,0.00,8.33,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,25.00,0.00,4.17,4.17,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
"@MarveICinephiIe my favorite non mainstream movie is black panther, very cinephile",11,31.44,18.16,2.40,99.00,11.00,45.45,54.55,27.27,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09
RT @BusanKinqs: Hope world a free mixtape that is in full Korean really dethroned Black panther and the Greatest showman from the throne by?,24,98.02,50.00,7.84,99.00,24.00,25.00,75.00,41.67,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,12.50,12.50,4.17,4.17,4.17,0.00,8.33,12.50,4.17,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,8.33,0.00,0.00,4.17,4.17,0.00,4.17,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,4.17,12.50,0.00,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,4.17,4.17,0.00,0.00,8.33,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
"RT @SaiIBoat: Bro said ?white people got Captain America and black people got Black Panther. Us Hispanics got Nacho Libre? 

I got tears ro?",24,71.61,99.00,1.00,1.00,12.00,20.83,70.83,12.50,8.33,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,20.83,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,25.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,29.17,8.33,0.00,4.17,16.67,0.00,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,12.50,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
RT @sullenprince_: This is... interesting seeing as she accepted the role for ?The Hate U Give? when the cover art clearly depicts a dark s?,25,81.40,97.69,1.00,91.14,12.50,20.00,88.00,48.00,12.00,8.00,0.00,0.00,4.00,4.00,0.00,4.00,16.00,8.00,4.00,8.00,8.00,0.00,20.00,4.00,4.00,4.00,0.00,0.00,12.00,8.00,4.00,0.00,4.00,0.00,16.00,0.00,0.00,4.00,0.00,8.00,4.00,0.00,0.00,0.00,4.00,0.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,12.00,0.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,4.00,0.00,0.00,24.00,12.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
RT @GoldWomyn: y?all. my co-worker?s friend got a text from her son?s teacher saying he?s been calling the white kids colonizers after seei?,27,92.84,99.00,1.00,25.77,13.50,18.52,70.37,29.63,11.11,11.11,3.70,0.00,0.00,7.41,0.00,0.00,7.41,7.41,3.70,0.00,0.00,0.00,11.11,7.41,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,33.33,3.70,3.70,3.70,7.41,3.70,0.00,0.00,0.00,0.00,3.70,0.00,7.41,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,11.11,3.70,0.00,3.70,3.70,0.00,7.41,0.00,0.00,3.70,0.00,0.00,3.70,7.41,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,14.81,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,3.70
"RT @Jonny_Calderon_: hey daniel, weren?t you the guy who got expelled for flying a confederate flag on the back of his truck? also by the w?",28,97.54,99.00,1.06,25.77,14.00,10.71,67.86,46.43,10.71,7.14,0.00,0.00,3.57,3.57,0.00,3.57,14.29,14.29,0.00,7.14,3.57,0.00,7.14,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,3.57,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,10.71,3.57,7.14,3.57,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,3.57,3.57,0.00,0.00,21.43,0.00,3.57,3.57,0.00,3.57,0.00,0.00,0.00,0.00,0.00,10.71
RT @solangeknowles: last thing alan &amp; I had tension over was because he &amp; julez went to see black panther w out me (i was admittedly really?,27,34.90,22.95,79.42,1.00,27.00,18.52,70.37,48.15,18.52,14.81,11.11,0.00,0.00,3.70,0.00,3.70,0.00,11.11,11.11,3.70,3.70,0.00,18.52,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,7.41,0.00,0.00,0.00,3.70,7.41,0.00,3.70,0.00,0.00,0.00,3.70,7.41,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,0.00,14.81,3.70,0.00,14.81,3.70,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,25.93,0.00,0.00,3.70,7.41,0.00,0.00,0.00,0.00,0.00,3.70,11.11
"RT @KpopQween24: Top 4 current Albums on the Worldwide iTunes Album Chart (3.01.2018)

1. Hope World - J-Hope
2. Divide - Ed Sheeran
3. Bla?",25,97.89,65.56,1.59,99.00,6.25,16.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,24.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,8.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,40.00,12.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,8.00,4.00
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
RT @hixtapepop: The greatest showman and Black Panther were on top of iTunes US for weeks and Hope World just dethroned them. A mixtape tha?,25,88.07,94.50,6.70,99.00,12.50,24.00,80.00,44.00,8.00,8.00,0.00,4.00,0.00,0.00,4.00,0.00,8.00,12.00,4.00,4.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,4.00,8.00,0.00,0.00,4.00,4.00,4.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,4.00,0.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
RT @mydear_bangtan: [#INFO] 180301 - A mixtape 'Hope World' ? J-Hope desbancou as trilhas sonoras para ?The Greatest Showman? e ?Black Pant?,22,98.22,67.52,1.00,99.00,22.00,31.82,45.45,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,4.55,0.00,9.09,9.09,9.09,0.00,4.55,0.00,13.64,13.64,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,13.64,4.55,0.00,9.09,9.09,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,9.09,9.09,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,45.45,0.00,0.00,4.55,0.00,0.00,0.00,9.09,0.00,9.09,0.00,22.73
RT @Tayluh_xoxo: Damn I still haven?t seen black panther yet,12,37.39,20.24,74.76,1.00,12.00,8.33,66.67,25.00,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,25.00,8.33,16.67,8.33,0.00,0.00,25.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
RT @bretmanrock: No offense but I haven?t watched Black Panther yet and I feel so ugly and out of the loop,22,31.44,8.65,85.21,1.00,22.00,18.18,77.27,50.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
"RT @crissles: yall: so Black Panther really just gon act like ain't no lightskinned africans?
also yall: *conveniently ignoring that lights?",21,1.18,68.29,13.15,1.00,10.50,28.57,71.43,47.62,14.29,9.52,0.00,0.00,9.52,0.00,0.00,4.76,0.00,4.76,4.76,19.05,9.52,9.52,14.29,0.00,4.76,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,9.52,9.52,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,4.76,0.00,0.00,33.33,0.00,0.00,14.29,0.00,4.76,0.00,0.00,0.00,4.76,0.00,9.52
RT @lgbtnomad: black panther (2018) https://t.co/0yplJcsfpN,10,92.84,84.14,1.00,25.77,10.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,10.00,0.00,0.00,70.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,30.00
RT @YIhougan: Looks like Russians have caught the Black Panther vibe like the rest of the world. https://t.co/y1oGSUeoml,22,99.00,67.52,2.40,25.77,11.00,18.18,59.09,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,13.64,4.55,0.00,0.00,0.00,13.64,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,4.55,0.00,0.00,27.27,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
RT @Toure: Black Panther has grossed $428M domestically and $334M overseas for a global total of $763M.,17,97.02,72.17,1.00,1.00,17.00,23.53,64.71,29.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,11.76,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,5.88,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00,5.88,0.00,0.00,0.00,5.88,0.00,5.88,5.88,0.00,0.00,35.29,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53
"RT @SaiIBoat: Bro said ?white people got Captain America and black people got Black Panther. Us Hispanics got Nacho Libre? 

I got tears ro?",24,71.61,99.00,1.00,1.00,12.00,20.83,70.83,12.50,8.33,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,20.83,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,25.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,29.17,8.33,0.00,4.17,16.67,0.00,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,12.50,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
